,Inv Item,Labels,Text
199,ARC-231521,Belt,GATES BELT V HEAVY DUTY 1 BAND 131 LG 0.656 TOP WD 0.406 THK B RBR POLYESTER CORD HI-POWER II GATES B128
200,ARC-184680,Pump - Oil,ARIEL CORP. PUMP OIL COMPRESSOR ARIEL CORP. C0058
201,ARC-189573,Filter - Oil,BALDWIN FILTER ELEMENT HEAVY DUTY 1.594 ID 3.938 OD 9.281 LG METAL WRAPPER OIL BALDWIN PT7332
202,ARC-215822,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION MTX PLATES 52RX ARIEL CORP. B3491DD
203,ARC-246025,Filter - Coalescer,PECO FILTER ELEMENT COALESCER CARTRIDGE 2.9 ID 4.4 OD 12 LG 0.3 MICRON FUEL GAS PECO NGGC312PL01
204,ARC-218769,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD DISCHARGE PKX PLATES 79CRE ARIEL CORP. KB5735N
205,ARC-269293,Packing Kit,ARIEL CORP. KIT REBUILD PISTON ROD PACKING  1.5 ROD  PU  BTS  2600PSIG ARIEL CORP. B8706K
206,ARC-222293,Sensor - Engine,MURPHY SENSOR SPEED PICKUP SHORT SHAFT G3304NA/G3306NA/G3306TA MURPHY E2470015
207,ARC-168246,Crankshaft - Compressor,ARIEL CORP. CRANKSHAFT COMPRESSOR 2-THROW FORGED STL JGA JGQ:P REBUILT
208,ARC-243887,Valve - Fuel Shut Off,MURPHY VALVE FUEL SHUT-OFF 2 FNPT X 1/2 FNPT 100 PSI SAND CAST ALUM BUNA-N SEAT W/BLOCK AND VENT ENERGIZE TO CLOSE MANUAL OPEN TWO SPDT SWITCHES CD IGNITION POWERED COIL CSA APPROVED MURPHY M5081C
209,ARC-233419,Piston - Compressor - Misc,GEMINI BEARING W/ PIN GEMINI 405177
210,ARC-168038,Valve - Fuel,MURPHY MIXER FUEL MURPHY E2410007
211,ARC-233221,Bearing - Compressor - Main,GEMINI BEARING GEMINI 315127
212,ARC-270216,Exhaust - Misc,POWERTHERM BELLOWS EXPANSION 5 DIA 6-1/4 LG DOUBLE PLY CUMMINS KTA19 POWERTHERM 13M0500625L POWERTHERM 13M0500625L
213,ARC-244115,Tachometer,MURPHY TACHOMETER MICROPROCESSOR DIGITAL HOUR METER
214,ARC-185203,Crosshead,ARIEL CORP. CROSSHEAD LIGHT 11.5 LB JGA DI ARIEL CORP. D0060
215,ARC-252575,Starter,TDI STARTER PNEUMATIC T112-B CCW ROTATION REBUILT TDI T1126001B2L
216,ARC-219478,Turbocharger,CUMMINS TURBOCHARGER KTA19GC CM558 REBUILT CUMMINS 4955221NX
217,ARC-217643,Exhaust - Manifold,CATERPILLAR MANIFOLD EXHAUST FOR 3406 CATERPILLAR 7W1275
218,ARC-169509,Battery 12V - Wet,CONTINENTAL BATTERIES BATTERY WET CELL HEAVY DUTY BCI 4D 12VDC 1250 CA/1000 CCA TOP POST CONTINENTAL BATTERIES 577
219,ARC-238081,Seal - Misc,IPD SEAL RBR IPD 2N3597
220,ARC-200167,Exhaust - Manifold,CATERPILLAR MANIFOLD REBUILT
221,ARC-271032,Pump - Diaphragm,BLANK PUMP DIAPHRAGM 1 INLET 30 GALLON ENVIRO-TANK VORTEX BLANK EVT30VT
222,ARC-234192,Compressor Valve - Discharge,GEMINI VALVE COMPRESSOR CYLINDER DISCHARGE GEMINI 4258338
223,ARC-243806,Valve - Control,MURPHY VALVE CONTROL REVERSE ACTING ACTUATOR FAIL CLOSE CS BODY 1 MNPT X 3/4 FNPT
224,ARC-178354,Crosshead - Misc,ARIEL CORP. PIN CROSSHEAD COMPRESSOR MODEL NO: JG/A/M/P/I/S ARIEL CORP. A0060
225,ARC-192557,Radiator,CATERPILLAR RADIATOR ENGINE OEM REBUILT CATERPILLAR 10R0747
226,ARC-242041,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 150 PSI SET 70 DEG F 131 TO 200 PSI 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT 304 SS DISC CS BONNET 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME S
227,ARC-192376,Exhaust - Manifold,CATERPILLAR MANIFOLD EXHAUST NS FOR 3306 REBUILT CATERPILLAR 1018957
228,ARC-233583,Pump - Lubricator,GEMINI PUMP LUBRICATOR GEMINI 4059212
229,ARC-192472,Gasket - Engine - Head,CATERPILLAR KIT GASKET HEAD G3304 CATERPILLAR 1070621
230,ARC-226846,Starter,U.S. ENERGY STARTER ELECTRIC 24VDC 5-ST2C1A CW ROTATION U.S. ENERGY 5ST2C1A
231,ARC-212948,Catalyst Element,EMIT TECHNOLOGIES ELEMENT CATALYST NSCR PRECIOUS METALS 12 DIA X 3-1/2 THK RND EMIT TECHNOLOGIES 51028
232,ARC-243666,Valve - Control,MURPHY VALVE CONTROL REVERSE ACTING ACTUATOR FAIL CLOSE CS BODY 2 MNPT X 1 FNPT
233,ARC-167354,Gasket - Engine - Head,CUMMINS KIT GASKET CYL HEAD
234,ARC-243816,Controller - Liquid Level,MURPHY SWITCH LIQUID LEVEL 1/2 FNPT SPDT 25 PSI 250 DEG F MURPHY EL150K1
235,ARC-227297,Sensor - Pressure,ENBASE SENSOR PRESSURE 0-100 PSI
236,ARC-215040,Sensor - Engine,MURPHY SENSOR PRESSURE OIL PRESSURE EICS MURPHY 05053823
237,ARC-200929,Wire - Misc,CATERPILLAR WIRE ELECTRIC CATERPILLAR 7W8666
238,ARC-243330,Temperature Scanner,MURPHY SCANNER TEMPERATURE 10-32VDC 24 POINT RS485 SERIAL COMMUNICATIONS PORT MURPHY 10702748
239,ARC-192040,Cylinder Liner,CATERPILLAR KIT LINER CYL G3306 OEM REBUILT CATERPILLAR 0R3662
240,ARC-175299,Piston - Engine - Ring,COOPER-AJAX RING SET PISTON POWER COMPRESSOR COOPER-AJAX YAE51051500B
241,ARC-199417,Alternator,CATERPILLAR ALTERNATOR 35A 24V CATERPILLAR 6T1395
242,ARC-194986,Pump - Water,CATERPILLAR PUMP WATER AUXILIARY GROUP G3306TA CATERPILLAR 2279850
243,ARC-222392,Seal - Engine,CUMMINS SEAL O RING ENGINE CUMMINS 3348757
244,ARC-169927,Catalyst Element,DCL CONVERTER CATALYTIC 3-WAY 5 150 LB SS TUBE AND CONE CS FLANGES RND MODEL DC49-5 HI LOAD Y COAT EICS  MINE-X DCL C3147LQ010Y016301
245,ARC-193428,Wastegate,CATERPILLAR WASTEGATE G3406 CATERPILLAR 1453251
246,ARC-205982,Starter,AC DELCO STARTER ELECTRIC 24VDC 42MT 12 TOOTH REBUILT AC DELCO 42MT24V12T
247,ARC-268465,Exhaust - Manifold,CUMMINS MANIFOLD EXHAUST REBUILT
248,ARC-234187,Compressor Valve - Discharge,GEMINI VALVE COMPRESSOR CYLINDER DISCHARGE STL BODY GEMINI 4258297
249,ARC-232564,Pump - Oil,GEMINI PUMP OIL GEMINI 104544
250,ARC-214479,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1930 PSI SET C ORIFICE 1 MNPT X 1 FNPT SS BODY VIRGIN PEEK SEAT 440C SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 9117C61P60C1
251,ARC-233641,Connecting Rod - Compressor,GEMINI ROD CONNECTING HPD GEMINI 4061569
252,ARC-215111,Engine Control Module,MURPHY CONTROL ENGINE EMISSIONS CONTROL ECM 4-CYL ENGINE G3304NA ECM EICS MURPHY 48700020
253,ARC-215732,Compressor Valve - Rebuild Kit,GEMINI KIT COMPRESSOR VALVE REBUILD 88RX INLET GEMINI KVIMH425161
254,ARC-233597,Compressor Valve - Suction,GEMINI VALVE COMPRESSOR CYLINDER SUCTION MPD FOR GEMINI 4060304
255,ARC-176196,Ignition - Coil,ALTRONIC COIL IGNITION UNSHIELDED BLUE ALTRONIC 501061
256,ARC-241928,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 250 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T10G11
257,ARC-252609,Starter,TDI STARTER TURBINE 30-90 PSI CCW ROTATION REBUILT TDI T12160001B2L
258,ARC-189466,Filter - Air,BALDWIN FILTER ELEMENT OUTER 3.468 ID 6.094 OD 15.313 LG AIR BALDWIN PA2418FN
259,ARC-219113,Engine Control Module,MURPHY CONTROL ENGINE ELECTRONIC MONITORING 6-CYL ENGINE G3406NA G3406NA BASE  EICS KIT MURPHY 48700035
260,ARC-212490,Compressor Cylinder Head,GEMINI HEAD COMPRESSOR CYLINDER 8 DIA MPD/HPD VARIABLE CLEARANCE GEMINI 1103828
261,ARC-189600,Filter - Air,BALDWIN FILTER ELEMENT OUTER 4.188 ID 8.156 OD 7.5 LG AIR BALDWIN RS3536
262,ARC-218747,Crankshaft - Compressor,ARIEL CORP. CRANKSHAFT COMPRESSOR 2-THROW 3-1/2 STROKE FORGED STL JGA JGQ:P/2
264,ARC-203063,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 1224 CHAMPION SPARK PLUG RL85G
265,ARC-260453,Head,WAUKESHA HEAD CYLINDER ENGINE VGF REBUILT WAUKESHA AD300302C
266,ARC-191978,Head,CATERPILLAR HEAD CYLINDER ENGINE G342 SPACER PLATE OEM REBUILT CATERPILLAR 0R2610
267,ARC-198189,Belt,CATERPILLAR BELT V COGGED 1 BAND 0.5 TOP WD CATERPILLAR 5L3979
268,ARC-199991,Seal - Engine,CATERPILLAR GROMMET SEALING FOR ENGINE MODEL 3408 CATERPILLAR 7E0079
269,ARC-239440,No Flow,KENCO SWITCH NO-FLOW 2A 30VAC/VDC 8600 PSI EXPLOSION PROOF  1/4 TUBING CONNECTIONS IN AND OUT S.D. TIME ADJUSTABLE  MUST BE MOUNTED VERTICAL WITHOUT MOUNTING BRACKET KENCO NFS6
270,ARC-189322,Filter - Coolant,BALDWIN FILTER ELEMENT COOLANT 3.688 OD 7.157 LG 0.687 BALDWIN BW5076
271,ARC-211852,Piston - Engine,ENDYN PISTON ENGINE 15 DIA ENDYN YAE7516B2
272,ARC-202312,Valve - Solenoid,CATERPILLAR VALVE SOLENOID
273,ARC-183910,Packing Kit,ARIEL CORP. KIT REPAIR 1-1/8 ROD PISTON ROD PACKING ARIEL CORP. B2647K
274,ARC-192193,Pump - Water,CATERPILLAR PUMP WATER CAT OEM REBUILT CATERPILLAR 0R7892
275,ARC-199452,Gasket - Engine - Misc,CATERPILLAR KIT GASKET AFTERCOOLER CATERPILLAR 6V1279
276,ARC-240269,Controller - Temperature,KIMRAY CONTROLLER TEMPERATURE INDIRECT THROTTLE 5-30 PSI -30-400 DEG F 2-1/4 DIA 11-3/4 INSERTION LG SUPPLY PRESSURE BASE ASSEMBLY NUMBER T 12 KIMRAY HAA
277,ARC-269270,Gasket - Engine - Head,CUMMINS KIT GASKET KTA19 SINGLE HEAD CUMMINS 4352583
278,ARC-234159,SS Tubing,GEMINI TUBING METALLIC ROD PISTON COMPRESSOR GEMINI 425220
279,ARC-189462,Filter - Air,BALDWIN FILTER ELEMENT PRIMARY 9.125 ID 12.5 OD 15.5 LG 3408 MODEL 3408 AIR BALDWIN PA2384
280,ARC-215078,Sensor - Engine,MURPHY SENSOR TMAP MURPHY E1466003
281,ARC-176562,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC V 6-OUTPUT HORIZONTAL FLANGE MOUNT 1 SLOT ALTRONIC 6A34A
282,ARC-249028,MRO,SCIENTIFIC LININGS & COATINGS CAP RAIN 1 NPS YELLOW PVC WITH LANYARD AND ANCHOR RING FOR RELIEF VALVE SCIENTIFIC LININGS & COATINGS WCL1
283,ARC-200711,Aftercooler,CATERPILLAR AFTERCOOLER CATERPILLAR 7W0491
284,ARC-189410,Filter - Air,BALDWIN FILTER ELEMENT AIR 24 WD 26 LG RA103951 BALDWIN PA1765
285,ARC-248013,SS Tubing,NONE TUBING METALLIC 316 SS 1/2 OD 0.035 WALL THK SEAMLESS 10' LG
286,ARC-199400,Alternator,CATERPILLAR ALTERNATOR 35A 24V CATERPILLAR 6N9294
287,ARC-224141,Gasket - Engine - Head,NONE KIT GASKET ENGINE KTA19GC CYL HEAD REPLACEMENT
288,ARC-237759,Starter,INGERSOLL RAND (AIR MOTORS) STARTER PNEUMATIC REBUILT INGERSOLL RAND (AIR MOTORS) SS815UGB03R31
289,ARC-191766,Paint,CARBOLINE PAINT ACRYLIC/ALIPHATIC POLYURETHANE EXTERRAN GREY
290,ARC-203126,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 518 CHAMPION SPARK PLUG W18
291,ARC-233787,Piston - Compressor - Rod,GEMINI ROD PISTON GEMINI 4065416
292,ARC-246221,Controller - Liquid Level,PENBERTHY GAUGE LIQUID LEVEL REFLEX 2100 PSI 200 DEG F 3/4 PROCESS NPT W/ 330J VALVES ALL CONNECTIONS 3/4NPT MADE UP W/ S-160 NIPPLES FOR 21 CTR TO CTR TANK CONNECTIONS PENBERTHY 2RL4330J3434
293,ARC-237171,Starter,INGERSOLL RAND (AIR MOTORS) STARTER PNEUMATIC 11 TOOTH REBUILT INGERSOLL RAND (AIR MOTORS) 150BMGE21RH6
294,ARC-217892,Transmitter - Pressure,MURPHY TRANSMITTER PRESSURE 1/2 FNPT 0-300 PSI 304 SS HOUSING 316 SS WETTED 4-20MA SMART HART PROTOCOL 24VDC MODEL NO PXTK300 MURPHY 05707737
295,ARC-188265,Pump - Water,ARROW ENGINE PUMP WATER ARROW ENGINE A7N5909
296,ARC-225339,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE MTX PLATES 79CRE REBUILT ARIEL CORP. B5735CC
297,ARC-181414,Bearing - Compressor - Main,ARIEL CORP. BEARING SLEEVE COMPRESSOR MODEL JGA/JGS ARIEL CORP. B0025
298,ARC-185395,Crosshead,ARIEL CORP. CROSSHEAD EXTRA LIGHT 8 LB JGA DI
299,ARC-215821,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE PKX PLATES 79CRE ARIEL CORP. B5735N
300,ARC-213353,Wire - Misc,DRAKA NORSK KABEL WIRE ELECTRIC 100' LG 600V DRAKA NORSK KABEL 030160A
301,ARC-198232,Turbocharger,CATERPILLAR SUPPORT TURBOCHARGER CATERPILLAR 5L7632
302,ARC-270890,Pump - Misc,CUMMINS PUMP COOLANT KTA19 CUMMINS 5483572
303,ARC-176694,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC III VERTICAL FLANGE MOUNT 1 SLOT ALTRONIC 8T25HA
304,ARC-248010,SS Tubing,NONE TUBING METALLIC 316 SS 3/8 OD 0.035 WALL THK SEAMLESS 10' LG
305,ARC-185209,Crosshead,ARIEL CORP. CROSSHEAD HEAVY 24.2 LB JGA BRZ ARIEL CORP. D0089
306,ARC-169858,Pump - Water,CATERPILLAR PUMP WATER AUXILIARY GROUP 3306TA OEM REBUILT CATERPILLAR 20R4292
307,ARC-270217,Head,CATERPILLAR HEAD CYLINDER ENGINE G3304 TALL VALVE OEM REBUILT CATERPILLAR 0R9849
308,ARC-233412,Pump - Oil,GEMINI PUMP OIL GEMINI 405159
309,ARC-192089,Alternator,CATERPILLAR ALTERNATOR 35A 24V OEM REBUILT CATERPILLAR 0R5217
310,ARC-176177,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC V 4-OUTPUT FLANGE MOUNT 1 SLOT REBUILT ALTRONIC 4A24A
311,ARC-223597,Head,CATERPILLAR HEAD CYLINDER ENGINE G3406 CATERPILLAR 3643477
312,ARC-203017,Sparkplug,CHAMPION SPARK PLUG SPARKPLUG 120 CHAMPION SPARK PLUG N5C
313,ARC-273914,Adapter - Misc,MURPHY ADAPTER MURPHY E2046012A
314,ARC-192133,Turbocharger,AFTERMARKET CARTRIDGE TURBOCHARGER 4MD-455 G342/G379/G398 REBUILT AFTERMARKET 0R5861
315,ARC-191953,Pump - Water,CATERPILLAR PUMP WATER G3306 REBUILT
316,ARC-206965,Filter - Air,DONALDSON FILTER ELEMENT 2.44 ID 16 LG DONALDSON P176221
317,ARC-215505,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION NYX PLATES 79CRE ARIEL CORP. B5652U
318,ARC-241995,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1250 PSI SET 275 DEG F 1051 TO 1500 PSI 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MER
319,ARC-269940,Catalyst Element,DCL ELEMENT CATALYST 3-WAY RND METALLIC MATRIX SUBSTRATE DCL A70FC00010Y014301
320,ARC-241958,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 600 PSI SET 551 TO 1050 PSI 0.212 SQ IN 1 MNPT X 1 FNPT CS BODY FKM 90D SEAT SS DISC VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T58G11
321,ARC-192412,Valve - Fuel,CATERPILLAR VALVE SOLENOID 24VDC
322,ARC-269104,Battery 12V - Wet,INTERSTATE BATTERIES BATTERY WET CELL AUTOSTART BCI 24 12 VDC 1000 CA/800 CCA 75 AH LEAD ACID POST/STUD
323,ARC-192111,Oil Cooler,CATERPILLAR COOLER FIN FAN HEAT EXCHANGER G379 OEM REBUILT
324,ARC-233608,Piston - Compressor - Ring,GEMINI RING PISTON COMPRESSOR GEMINI 4060483
325,ARC-248007,SS Tubing,NONE TUBING METALLIC 316 SS 1/4 OD 0.035 WALL THK SEAMLESS 10' LG
326,ARC-222175,Catalyst Element,EMIT TECHNOLOGIES ELEMENT CATALYST BRAZED ELEMENT 14-1/2 X 3-1/2 RND PRECIOUS GROUP METALS CATALYST TYPE NSCR EMIT TECHNOLOGIES RE1450T
327,ARC-224708,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD MTX PLATES 52RX THICK ARIEL CORP. KB3492CC
328,ARC-200403,Aftercooler,CATERPILLAR AFTERCOOLER CORE CATERPILLAR 7N1101
329,ARC-206675,Bearing - Cooler - Pillow Block,DODGE BEARING PILLOW BLOCK BALL FAN & BLOWER SETSCREW 4 BOLT MOUNT NON-EXPANSION STANDARD DUTY CI HOUSING
330,ARC-192120,Turbocharger,CATERPILLAR CARTRIDGE TURBOCHARGER G3306 OEM REBUILT CATERPILLAR 0R5791
331,ARC-191566,Sensor - Engine - Exhaust,BOSCH SENSOR OXYGEN BOSCH 12028
332,ARC-176555,Ignition - Mag,ALTRONIC MAGNETO ALTRONIC V 6-OUTPUT FLANGE MOUNT 1 SLOT REBUILT
333,ARC-189390,Filter - Air,BALDWIN FILTER ELEMENT AIR 9.5 ID 13.813 OD 12.125 LG BALDWIN PA1629S
334,ARC-243371,Valve - Dump,MURPHY OPERATOR DUMP VALVE DVOA ASSY NEW STYLE L1200N MURPHY 15010216 MURPHY 15010216
335,ARC-214142,Exhaust - Manifold,ARROW ENGINE MANIFOLD EXHAUST
336,ARC-218879,Compressor Valve - Rebuild Kit,ARIEL CORP. KIT COMPRESSOR VALVE REBUILD MTX PLATES 79CRE ARIEL CORP. KB5735CC
337,ARC-233788,Piston - Compressor - Rod,GEMINI ROD PISTON GEMINI 4065424
338,ARC-234085,Piston - Compressor - Ring,GEMINI RING PISTON 5 DIA MPD GEMINI 425122
339,ARC-199344,Pump - Water,CATERPILLAR PUMP WATER G342 REBUILT CATERPILLAR 6N6017
340,ARC-252171,Coupling,T.B. WOODS KIT REPAIR COUPLING T.B. WOODS D31DF
341,ARC-182081,Compressor Valve - Parts,ARIEL CORP. PLATE VALVE THRUST JGR:W:J ARIEL CORP. B0304
342,ARC-168424,Battery 12V - Wet,CONTINENTAL BATTERIES BATTERY WET CELL STARTING BCI 31 12VDC 180 AH LEAD ACID THREADED TOP POST
343,ARC-172802,Compressor Valve - Rebuild Kit,AFTERMARKET KIT COMPRESSOR VALVE REBUILD DISCHARGE 105CRO FITS GEMINI COMPRESSOR AFTERMARKET KT4258338
344,ARC-233952,Adapter - Misc,GEMINI ADAPTER OIL PUMP
345,ARC-242026,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 50 PSI SET 26 TO 50 PSI 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY VITON 90 DURO SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151V06G11
346,ARC-236850,Valve - Fuel,IMPCO VALVE ASSEMBLY AIR GAS V2-16-SILICONE IMPCO AV1122
347,ARC-210668,Head,ENDYN HEAD CYLINDER ENGINE 15 DIA POWER END ENDYN A4502E
348,ARC-251564,Valve - Check,SWAGELOK VALVE CHECK POPPET STRAIGHT 3/8 TUBE 3000 PSI 316 SS BODY TWO-PIECE BODY 316 SS FLUOROCARBON FKM SWAGELOK SS6C13
349,ARC-218720,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 1650 PSI SET 272 DEG F 3/4 MNPT X 1 FNPT SS BODY VIRGIN PEEK SEAT 440C SS DISC 17-4 SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP 17-7 PH SS SPRING ASME SECTION VIII - DIV 1 MERCER VALVE 9
350,ARC-243869,Controller - Oil Level,MURPHY OIL LEVEL CONTROLLER 1/4 NPT INLET 3/8 NPT OUTLET DISPLACER MATERIAL: BRASS  SPECIFIC GRAVITY: 0.9 SG MURPHY LR857
351,ARC-201783,Switch - Engine,CATERPILLAR SWITCH MAGNETIC GP CATERPILLAR 9F3099
352,ARC-258427,Adapter - Misc,WAUKESHA ADAPTER WAUKESHA 305156
353,ARC-244380,Misc,NAPA ADHESIVE THREADLOCKERS RED
354,ARC-181320,Crankshaft - Compressor,ARIEL CORP. CRANKSHAFT COMPRESSOR 2-THROW 3-1/2 STROKE JGJ
355,ARC-181321,Crankshaft - Compressor,ARIEL CORP. CRANKSHAFT COMPRESSOR 2-THROW 3-1/2 STROKE FORGED STL CORE ARIEL CORP. AD1194
356,ARC-215085,Valve - Fuel,MURPHY DIAPHRAGM E330 MIXER MURPHY E1860002
357,ARC-206966,Filter - Coalescer,DONALDSON FILTER ELEMENT COALESCER 3.41 ID 18 LG DONALDSON P176222
358,ARC-234113,Packing Kit,GEMINI CASE PACKING REBUILT GEMINI 425160R
359,ARC-192567,Head,CATERPILLAR HEAD CYLINDER ENGINE G3408 OEM REBUILT CATERPILLAR 10R1137
360,ARC-260926,Head,WAUKESHA HEAD CYLINDER ENGINE F18/H24 REBUILT WAUKESHA DE300302C
361,ARC-169547,Transmitter - Pressure,ENBASE TRANSMITTER PRESSURE 0-1000 PSI
362,ARC-223016,Gasket - Engine - Misc,CATERPILLAR KIT GASKET OIL COOLER LINE CATERPILLAR 3925535
363,ARC-189044,Actuator,AIR-X-CHANGER (EADS) KIT ACTUATOR GARZO CONTAINS: 501-12 6-30 CT1009 = AMTR GARZO 501-12 6-30 RBR AND MS0058 = LPRT MARO 147 PVT MNT EH TYP GARZO 12 TO CONVERT MANUAL LOUVER FOR AIR-X 144EH COOLER AIR-X-CHANGER (EADS) CUST144EHGARZO
364,ARC-173696,Sparkplug,COOPER-AJAX SPARKPLUG SHIELDED COOPER-AJAX BM1022P
365,ARC-250806,MRO,B-LINE FILTER & SUPPLY RAG BULK BLUE B-LINE FILTER & SUPPLY BH10BOX
366,ARC-234080,SS Tubing,GEMINI TUBING METALLIC FOR COMPRESSOR MODEL NO: MPD GEMINI 425116
368,ARC-195293,Exhaust - Manifold,CATERPILLAR MANIFOLD EXHAUST CENTER FOR 3412 CATERPILLAR 2881559
369,ARC-242206,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 500 PSI SET 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 9117D51T11E1
370,ARC-234184,Compressor Valve - Discharge,GEMINI VALVE COMPRESSOR CYLINDER DISCHARGE GEMINI 4258280
371,ARC-221016,Engine Control Module,MURPHY CONTROL ENGINE ELECTRONIC MONITORING KTA19GC EMISSIONS KIT  EICS MURPHY 48700050
372,ARC-184539,Compressor Valve - Suction,ARIEL CORP. VALVE COMPRESSOR CYLINDER SUCTION NYLON PLATES 52RX ARIEL CORP. B4398T
374,ARC-200166,Exhaust - Manifold,CATERPILLAR MANIFOLD G3304 CATERPILLAR 7E8368
375,ARC-240415,Motor,KIMRAY MOTOR PNEUMATIC 125 PSI KIMRAY YAX1
376,ARC-233950,Pump - Oil,GEMINI PUMP OIL GEMINI 4091658
377,ARC-241932,Valve - Relief,MERCER VALVE VALVE RELIEF CONVENTIONAL SPRING DESIGN 300 PSI SET 0.212 SQ IN 1 MNPT X 1 FNPT SS BODY 15% GLASS FILLED TEFLON SEAT SS DISC SS NOZZLE VITON/BUNA-N SEAL -20 TO 400 DEG F CLOSED CAP ASME SECTION VIII - DIV 1 MERCER VALVE 8117151T10G11
378,ARC-217979,Compressor Valve - Discharge,ARIEL CORP. VALVE COMPRESSOR CYLINDER DISCHARGE 7-1/2 MTX PLATES 79CRE ARIEL CORP. B6055BB
379,ARC-181548,Packing Kit,ARIEL CORP. KIT PACKING PISTON ROD ARIEL CORP. B0069DK
380,ARC-218334,MRO,CORDOVA SAFETY PRODUCTS GLOVES HALO 13 GAUGE CUT RESISTANT POLYURETHANE PALM COATED  DYNEEMA YARN EXTREMELY DURABLE RESISTANT TO MOISTURE UV LIGHT CHEMICALS WHITE EXTRA LARGE  SOLD BY PAIR CORDOVA SAFETY PRODUCTS CORDOVA SAFETY PRODUCTS 3710XL
381,ARC-168751,Valve - Solenoid,ASCO VALVE  INC VALVE SOLENOID 1-1/2 1-5/8 ORIFICE NPT 2-WAY NORMALLY CLOSED 32-104 DEG F 24VDC 15.4W CLASS F WATER TIGHT ASCO VALVE  INC 8215G070
382,ARC-218695,Ignition - Coil,MOTORTECH COIL IGNITION UNSHIELDED BLUE MOTORTECH 0650055
383,ARC-198263,Exhaust - Misc,CATERPILLAR COUPLING EXHAUST CATERPILLAR 5L8856
384,ARC-231601,Belt,GATES BELT V HEAVY DUTY 1 BAND 113 LG 0.875 TOP WD 0.531 THK C RBR POLYESTER CORD GATES C109
385,ARC-216552,Switch - Misc,COLE HERSEE CO. SWITCH MASTER DISCONNECT COMPOSITE ENGINEERED POLYMER
386,ARC-233796,Pocket,GEMINI POCKET CLEARANCE VARIABLE VOLUME 8 DIA HPD GEMINI 4065708
387,ARC-228452,Misc,FISHER ASSEMBLY VALVE DISC VALVE DISC FISHER 1B4500000A2
388,ARC-197414,Exhaust - Manifold,CATERPILLAR MANIFOLD CATERPILLAR 4N5444
389,ARC-234122,Compressor Valve - Suction,GEMINI VALVE COMPRESSOR CYLINDER SUCTION GEMINI 425165
390,ARC-168302,Cylinder Liner,CUMMINS KIT REPAIR CYL LINER
391,ARC-233489,Adapter - Misc,GEMINI ADAPTER PLATE
